user_id,age,gender,state,account_created_at,is_bad_payer,customer_lifetime_value,customer_ticket_medio,total_cancelled_orders,total_returned_orders,total_orders_calculated
5245,12,F,California,2024-10-08 04:28:00+00:00,0,91.0,91.0,0,0,1
89785,12,M,Colorado,2026-07-01 19:17:23.819869+00:00,0,45.5,45.5,0,0,1
12757,12,M,Colorado,2019-02-14 06:07:00+00:00,0,0.0,0.0,0,0,0
32625,12,F,Colorado,2023-03-30 10:51:00+00:00,1,91.0,45.5,1,0,2
83003,12,M,Colorado,2026-05-10 17:28:00+00:00,0,91.0,91.0,0,0,1
82226,12,M,Colorado,2023-03-05 14:15:00+00:00,0,45.5,45.5,0,0,1
93118,12,M,Colorado,2021-08-30 09:57:00+00:00,0,91.0,45.5,0,0,2
89378,12,F,Connecticut,2026-04-09 00:31:00+00:00,0,0.0,0.0,0,0,0
3462,12,M,Connecticut,2024-07-11 11:30:00+00:00,0,136.5,45.5,1,0,3
34759,12,F,Delaware,2019-11-12 06:30:00+00:00,0,273.0,68.25,0,0,4
79882,12,F,District of Columbia,2024-08-30 03:49:00+00:00,0,182.0,60.67,1,0,3
80116,12,M,Florida,2023-01-20 05:34:00+00:00,0,45.5,45.5,0,1,1
66861,12,M,Florida,2026-03-18 17:27:00+00:00,0,45.5,45.5,0,0,1
33612,12,F,Florida,2024-06-14 01:33:00+00:00,1,91.0,45.5,0,1,2
18678,12,F,Florida,2022-06-20 04:21:00+00:00,0,45.5,45.5,0,0,1
80663,12,F,Florida,2021-11-06 14:25:00+00:00,1,182.0,60.67,1,2,3
13554,12,F,Florida,2020-11-17 17:09:00+00:00,0,182.0,182.0,0,0,1
10634,12,M,Florida,2025-09-10 05:26:00+00:00,0,45.5,45.5,0,0,1
7337,12,F,Florida,2020-10-23 09:16:00+00:00,0,0.0,0.0,0,0,0
32350,12,F,Florida,2020-09-06 18:19:00+00:00,0,273.0,91.0,0,0,3
34190,12,F,Florida,2019-04-30 18:54:00+00:00,0,273.0,136.5,0,0,2
76708,12,M,Florida,2024-12-18 15:33:00+00:00,0,45.5,45.5,1,0,1
97011,12,F,Florida,2019-05-03 11:03:00+00:00,1,182.0,91.0,1,0,2
25651,12,F,Florida,2026-07-01 08:22:07.124132+00:00,0,45.5,45.5,0,0,1
7365,12,M,Florida,2025-10-04 12:22:00+00:00,0,91.0,91.0,0,0,1
45826,12,M,Florida,2019-08-10 02:17:00+00:00,0,45.5,45.5,0,0,1
12214,12,F,Florida,2020-07-28 16:59:00+00:00,0,45.5,45.5,1,0,1
49877,12,M,Florida,2020-11-21 16:16:00+00:00,0,136.5,68.25,0,0,2
95399,12,M,Florida,2025-11-20 10:26:00+00:00,0,136.5,136.5,0,1,1
52746,12,M,Florida,2026-03-11 02:27:00+00:00,0,45.5,45.5,1,0,1
39755,12,M,Florida,2022-01-23 03:09:00+00:00,0,91.0,91.0,0,1,1
16068,12,F,Florida,2022-02-08 00:10:00+00:00,0,45.5,45.5,0,0,1
73698,12,M,Florida,2019-12-23 09:01:00+00:00,0,0.0,0.0,0,0,0
51469,12,M,Florida,2021-01-24 04:18:00+00:00,0,45.5,45.5,0,1,1
19618,12,F,Florida,2021-12-10 02:45:00+00:00,0,136.5,68.25,0,0,2
30459,12,M,Florida,2021-02-27 17:02:00+00:00,0,0.0,0.0,0,0,0
51496,12,F,Florida,2021-10-17 02:39:00+00:00,0,91.0,91.0,0,0,1
23718,12,F,Florida,2024-07-30 16:44:00+00:00,0,136.5,68.25,0,0,2
87382,12,F,Florida,2020-07-01 06:25:00+00:00,0,91.0,45.5,0,0,2
59750,12,M,Florida,2022-04-25 14:27:00+00:00,0,45.5,45.5,0,0,1
57768,12,F,Florida,2026-06-30 04:06:54.411224+00:00,0,136.5,136.5,0,0,1
39442,12,M,Florida,2020-01-06 15:29:00+00:00,0,182.0,182.0,0,0,1
24091,12,M,Florida,2022-11-12 00:51:00+00:00,0,45.5,45.5,0,0,1
5635,12,M,Florida,2025-10-31 10:09:00+00:00,0,0.0,0.0,0,0,0
55711,12,F,Florida,2026-04-30 02:09:00+00:00,0,45.5,45.5,0,0,1
28525,12,F,Georgia,2020-06-28 13:50:00+00:00,0,227.5,113.75,0,0,2
27281,12,F,Georgia,2019-10-21 02:05:00+00:00,0,0.0,0.0,0,0,0
11602,12,F,Georgia,2019-07-13 16:16:00+00:00,0,182.0,60.67,1,0,3
94532,12,M,Georgia,2026-07-01 11:00:36.097664+00:00,0,0.0,0.0,0,0,0
94943,12,F,Georgia,2024-09-27 15:55:00+00:00,0,136.5,68.25,0,0,2
22050,12,F,Georgia,2026-03-04 16:13:00+00:00,1,182.0,91.0,1,0,2
541,12,M,Georgia,2019-02-09 18:31:00+00:00,0,136.5,68.25,0,0,2
12061,12,M,Georgia,2021-08-26 01:49:00+00:00,0,45.5,45.5,0,0,1
26260,12,F,Georgia,2020-01-26 17:18:00+00:00,0,45.5,45.5,0,0,1
53387,12,M,Georgia,2022-05-31 14:05:00+00:00,0,45.5,45.5,1,0,1
56535,12,F,Georgia,2019-02-01 05:45:00+00:00,1,136.5,68.25,1,0,2
91333,12,F,Georgia,2022-10-19 01:06:00+00:00,0,227.5,113.75,0,0,2
36004,12,M,Georgia,2021-04-14 01:47:00+00:00,1,91.0,45.5,1,0,2
30900,12,M,Georgia,2020-04-22 09:28:00+00:00,0,182.0,182.0,0,1,1
73035,12,F,Georgia,2022-05-23 09:29:00+00:00,0,0.0,0.0,0,0,0
88353,12,M,Georgia,2021-06-15 15:35:00+00:00,0,0.0,0.0,0,0,0
61890,12,M,Georgia,2024-03-08 00:16:00+00:00,0,45.5,45.5,0,0,1
27418,12,F,Hawaii,2022-06-19 18:39:00+00:00,0,45.5,45.5,0,0,1
13723,12,F,Hawaii,2021-10-12 11:25:00+00:00,0,45.5,45.5,0,1,1
24154,12,M,Hawaii,2023-09-20 02:24:00+00:00,0,0.0,0.0,0,0,0
86580,12,M,Hawaii,2022-03-06 08:21:00+00:00,0,182.0,182.0,0,0,1
77698,12,F,Hawaii,2023-04-01 16:08:00+00:00,0,273.0,91.0,1,0,3
90517,12,M,Hawaii,2026-03-03 01:03:00+00:00,0,45.5,45.5,0,0,1
7276,12,M,Idaho,2023-08-20 16:10:00+00:00,0,45.5,45.5,0,0,1
50093,12,M,Idaho,2024-04-28 15:53:00+00:00,0,45.5,45.5,1,0,1
19024,12,F,Idaho,2023-06-14 11:49:00+00:00,0,45.5,45.5,0,1,1
21948,12,F,Idaho,2026-06-21 01:17:00+00:00,0,227.5,75.83,0,0,3
84413,12,F,Illinois,2026-06-30 17:53:01.946829+00:00,0,364.0,91.0,1,0,4
9731,12,M,Illinois,2025-08-27 00:46:00+00:00,0,91.0,91.0,0,0,1
72104,12,F,Illinois,2021-01-19 09:44:00+00:00,0,0.0,0.0,0,0,0
47295,12,M,Illinois,2025-04-12 17:13:00+00:00,0,45.5,45.5,0,0,1
41669,12,M,Illinois,2019-04-30 04:47:00+00:00,0,91.0,91.0,0,0,1
65228,12,F,Illinois,2024-12-24 03:30:00+00:00,1,136.5,68.25,1,0,2
30448,12,M,Illinois,2019-07-01 00:32:00+00:00,0,0.0,0.0,0,0,0
69948,12,F,Illinois,2024-02-15 09:26:00+00:00,0,45.5,45.5,0,0,1
86806,12,M,Illinois,2021-11-18 00:32:00+00:00,0,0.0,0.0,0,0,0
44306,12,F,Illinois,2025-02-22 11:49:00+00:00,0,91.0,45.5,0,0,2
84443,12,F,Illinois,2021-10-23 10:40:00+00:00,0,45.5,45.5,0,0,1
10206,12,M,Illinois,2020-09-01 18:54:00+00:00,0,45.5,45.5,0,0,1
34641,12,F,Illinois,2024-12-05 04:43:00+00:00,0,136.5,68.25,0,0,2
73364,12,F,Indiana,2024-09-23 01:11:00+00:00,0,45.5,45.5,0,0,1
93072,12,F,Indiana,2023-01-10 11:27:00+00:00,0,0.0,0.0,0,0,0
71400,12,F,Indiana,2022-04-21 09:25:00+00:00,0,45.5,45.5,0,0,1
3646,12,M,Indiana,2026-04-28 17:29:00+00:00,0,0.0,0.0,0,0,0
29684,12,F,Iowa,2026-07-03 05:25:14.706471+00:00,0,45.5,45.5,0,0,1
15368,12,M,Kansas,2020-08-30 01:52:00+00:00,0,0.0,0.0,0,0,0
51849,12,M,Kentucky,2024-03-21 05:42:00+00:00,0,45.5,45.5,0,0,1
69905,12,F,Louisiana,2024-07-14 02:56:00+00:00,0,91.0,45.5,0,0,2
86848,12,F,Louisiana,2024-07-23 10:55:00+00:00,0,136.5,136.5,0,0,1
2653,12,F,Louisiana,2021-05-30 01:40:00+00:00,0,182.0,45.5,1,0,4
78850,12,M,Maryland,2024-07-28 13:10:00+00:00,0,45.5,45.5,0,0,1
8374,12,M,Maryland,2024-03-27 12:20:00+00:00,0,227.5,75.83,1,0,3
39965,12,M,Maryland,2023-02-27 06:10:00+00:00,0,136.5,68.25,0,0,2
16840,12,M,Maryland,2020-08-25 03:59:00+00:00,0,45.5,45.5,1,0,1
45610,12,M,Maryland,2020-05-16 16:48:00+00:00,0,182.0,91.0,0,0,2
13308,12,F,Maryland,2024-09-28 05:41:00+00:00,0,45.5,45.5,1,0,1
47476,12,M,Maryland,2020-07-07 00:24:00+00:00,0,45.5,45.5,0,0,1
40323,12,F,Massachusetts,2021-12-15 08:10:00+00:00,0,45.5,45.5,0,0,1
35370,12,M,Massachusetts,2024-04-09 01:01:00+00:00,0,91.0,45.5,0,0,2
60375,12,M,Massachusetts,2021-01-25 09:01:00+00:00,0,45.5,45.5,1,0,1
25645,12,F,Michigan,2019-04-20 11:27:00+00:00,0,227.5,56.88,0,0,4
24742,12,F,Michigan,2019-06-17 03:12:00+00:00,0,91.0,91.0,0,0,1
72214,12,M,Michigan,2021-10-09 10:05:00+00:00,0,227.5,113.75,0,0,2
94654,12,M,Michigan,2021-08-02 15:18:00+00:00,0,91.0,45.5,0,0,2
55417,12,F,Michigan,2019-04-15 08:54:00+00:00,0,45.5,45.5,1,0,1
20160,12,F,Michigan,2019-11-15 11:16:00+00:00,0,45.5,45.5,0,0,1
61426,12,F,Michigan,2019-04-06 18:03:00+00:00,0,0.0,0.0,0,0,0
86844,12,M,Michigan,2026-07-05 03:35:38.768862+00:00,0,273.0,68.25,0,0,4
63005,12,F,Michigan,2022-01-05 06:58:00+00:00,0,0.0,0.0,0,0,0
43073,12,F,Michigan,2024-01-13 17:55:00+00:00,0,273.0,68.25,0,0,4
22647,12,F,Michigan,2025-06-08 04:52:00+00:00,0,45.5,45.5,0,0,1
31621,12,F,Michigan,2026-07-05 02:15:49.122198+00:00,0,45.5,45.5,0,1,1
72723,12,M,Michigan,2023-05-23 02:29:00+00:00,0,45.5,45.5,0,1,1
63336,12,F,Michigan,2024-05-30 16:37:00+00:00,0,273.0,91.0,0,1,3
13834,12,M,Minnesota,2024-07-02 02:56:00+00:00,0,45.5,45.5,0,0,1
39021,12,M,Minnesota,2022-08-01 18:50:00+00:00,1,182.0,91.0,1,0,2
80359,12,M,Minnesota,2022-03-26 00:49:00+00:00,0,45.5,45.5,0,0,1
38034,12,M,Minnesota,2021-03-22 02:01:00+00:00,0,136.5,136.5,0,0,1
72910,12,M,Minnesota,2021-03-10 00:06:00+00:00,0,91.0,91.0,0,0,1
33474,12,F,Minnesota,2026-01-05 08:27:00+00:00,0,45.5,45.5,0,1,1
15192,12,F,Mississippi,2022-12-14 00:56:00+00:00,0,45.5,45.5,0,0,1
96865,12,M,Mississippi,2024-09-08 07:04:00+00:00,0,45.5,45.5,0,0,1
78152,12,M,Missouri,2025-09-16 09:01:00+00:00,0,91.0,91.0,0,0,1
84330,12,F,Missouri,2022-08-05 07:23:00+00:00,0,45.5,45.5,0,0,1
67691,12,M,Missouri,2025-09-10 13:49:00+00:00,0,45.5,45.5,0,0,1
20482,12,M,Missouri,2024-05-06 16:15:00+00:00,0,45.5,45.5,1,0,1
68338,12,M,Missouri,2024-07-07 18:52:00+00:00,0,45.5,45.5,0,0,1
2456,12,M,Montana,2019-11-11 06:48:00+00:00,1,91.0,45.5,1,0,2
11838,12,M,Nevada,2026-06-30 04:53:19.862236+00:00,0,182.0,45.5,0,1,4
81594,12,M,Nevada,2025-02-28 05:15:00+00:00,0,91.0,91.0,0,0,1
5424,12,F,Nevada,2021-06-27 05:02:00+00:00,0,91.0,45.5,0,0,2
49995,12,F,New Hampshire,2020-09-13 10:48:00+00:00,0,182.0,182.0,0,0,1
956,12,F,New Hampshire,2025-06-26 02:38:00+00:00,0,318.5,79.62,0,1,4
43095,12,F,New Jersey,2023-05-23 12:33:00+00:00,0,91.0,45.5,0,0,2
75463,12,M,New Jersey,2022-10-24 02:00:00+00:00,0,91.0,45.5,0,0,2
87527,12,F,New Jersey,2019-02-05 00:31:00+00:00,0,45.5,45.5,0,0,1
9379,12,M,New Jersey,2019-01-26 14:39:00+00:00,0,45.5,45.5,0,0,1
50521,12,F,New Jersey,2021-11-08 11:13:00+00:00,0,0.0,0.0,0,0,0
16313,12,M,New Jersey,2023-04-18 16:12:00+00:00,1,136.5,68.25,0,1,2
91591,12,F,New Jersey,2026-01-17 05:51:00+00:00,0,45.5,45.5,0,0,1
68861,12,M,New Jersey,2025-01-12 08:47:00+00:00,0,0.0,0.0,0,0,0
4092,12,F,New Jersey,2020-08-01 06:08:00+00:00,0,182.0,45.5,0,0,4
7647,12,F,New Mexico,2021-09-28 18:55:00+00:00,0,0.0,0.0,0,0,0
49037,12,F,New Mexico,2022-04-06 02:15:00+00:00,1,91.0,45.5,1,0,2
41704,12,M,New York,2020-10-07 06:34:00+00:00,0,0.0,0.0,0,0,0
43886,12,M,New York,2020-08-15 16:01:00+00:00,0,136.5,136.5,0,1,1
51508,12,M,New York,2019-09-20 11:20:00+00:00,0,91.0,91.0,0,0,1
46345,12,M,New York,2026-01-24 13:35:00+00:00,0,91.0,91.0,0,0,1
74875,12,F,New York,2022-12-27 02:19:00+00:00,0,91.0,91.0,0,0,1
12125,12,M,New York,2023-02-17 05:07:00+00:00,0,91.0,91.0,1,0,1
63088,12,F,New York,2025-10-19 15:00:00+00:00,0,45.5,45.5,0,0,1
99319,12,M,New York,2023-07-16 08:32:00+00:00,0,45.5,45.5,0,0,1
83482,12,F,New York,2021-05-02 00:09:00+00:00,0,45.5,45.5,0,0,1
30772,12,F,New York,2020-07-02 04:13:00+00:00,0,45.5,45.5,0,0,1
38596,12,M,New York,2020-11-11 02:02:00+00:00,0,0.0,0.0,0,0,0
54413,12,M,New York,2021-11-21 01:29:00+00:00,0,91.0,91.0,1,0,1
86145,12,F,New York,2025-09-03 13:54:00+00:00,0,0.0,0.0,0,0,0
44439,12,F,New York,2021-02-23 11:51:00+00:00,0,0.0,0.0,0,0,0
83840,12,F,New York,2021-07-09 16:28:00+00:00,0,0.0,0.0,0,0,0
8137,12,F,New York,2021-12-12 17:54:00+00:00,1,136.5,68.25,0,1,2
14936,12,M,New York,2021-01-02 05:11:00+00:00,0,0.0,0.0,0,0,0
75793,12,M,New York,2023-02-26 03:24:00+00:00,0,45.5,45.5,0,0,1
18801,12,F,New York,2024-10-31 12:17:00+00:00,0,91.0,91.0,0,0,1
7788,12,M,North Carolina,2019-02-12 02:43:00+00:00,0,0.0,0.0,0,0,0
1677,12,F,North Carolina,2024-11-27 14:47:00+00:00,0,45.5,45.5,1,0,1
35327,12,M,North Carolina,2019-01-05 04:30:00+00:00,0,45.5,45.5,1,0,1
47642,12,F,North Carolina,2022-06-09 15:38:00+00:00,0,318.5,79.62,0,0,4
96487,12,M,North Carolina,2022-07-15 12:18:00+00:00,0,45.5,45.5,0,0,1
23029,12,F,North Carolina,2025-02-13 15:41:00+00:00,0,0.0,0.0,0,0,0
11654,12,M,North Carolina,2026-03-11 12:12:00+00:00,0,136.5,68.25,0,0,2
4679,12,F,North Carolina,2025-08-29 09:39:00+00:00,0,91.0,91.0,0,0,1
79818,12,F,North Carolina,2019-10-12 17:23:00+00:00,0,45.5,45.5,0,0,1
28020,12,M,North Carolina,2020-12-09 05:40:00+00:00,0,91.0,91.0,0,1,1
33399,12,M,North Carolina,2025-02-14 12:25:00+00:00,0,227.5,113.75,0,0,2
66556,12,F,North Carolina,2026-01-17 07:02:00+00:00,0,136.5,136.5,0,0,1
40921,12,F,North Carolina,2026-01-10 07:36:00+00:00,0,136.5,68.25,0,0,2
89057,12,M,North Carolina,2022-07-17 15:03:00+00:00,0,0.0,0.0,0,0,0
47781,12,F,North Dakota,2022-05-17 05:17:00+00:00,0,45.5,45.5,1,0,1
82795,12,M,Ohio,2020-09-14 18:16:00+00:00,0,0.0,0.0,0,0,0
10205,12,F,Ohio,2026-07-03 03:20:00+00:00,0,0.0,0.0,0,0,0
25787,12,M,Ohio,2021-07-18 14:57:00+00:00,0,45.5,45.5,0,0,1
60004,12,M,Ohio,2020-02-15 09:38:00+00:00,0,45.5,45.5,0,0,1
63454,12,M,Ohio,2025-06-21 09:28:00+00:00,0,45.5,45.5,0,0,1
91597,12,M,Ohio,2022-01-23 04:09:00+00:00,0,91.0,45.5,0,0,2
83974,12,F,Oklahoma,2024-11-02 00:40:00+00:00,0,136.5,68.25,0,0,2
41100,12,F,Oklahoma,2025-12-05 14:55:00+00:00,1,91.0,45.5,1,0,2
75402,12,F,Oklahoma,2025-07-07 02:45:00+00:00,0,91.0,91.0,0,0,1
60149,12,M,Oklahoma,2023-11-02 07:59:00+00:00,0,136.5,68.25,0,0,2
90642,12,F,Oregon,2024-08-09 18:57:00+00:00,0,91.0,91.0,0,0,1
13169,12,M,Oregon,2022-02-13 15:55:00+00:00,0,45.5,45.5,0,0,1
4610,12,F,Oregon,2025-08-07 04:51:00+00:00,0,182.0,182.0,0,0,1
35041,12,F,Oregon,2021-05-06 11:56:00+00:00,0,45.5,45.5,0,0,1
14736,12,M,Oregon,2025-11-18 03:54:00+00:00,0,0.0,0.0,0,0,0
56009,12,F,Pennsylvania,2025-01-19 07:38:00+00:00,0,45.5,45.5,0,0,1
11853,12,F,Pennsylvania,2026-07-04 16:53:20.106373+00:00,0,45.5,45.5,0,0,1
85403,12,F,Pennsylvania,2023-07-30 02:20:00+00:00,0,91.0,91.0,0,1,1
3990,12,M,Pennsylvania,2021-02-14 17:54:00+00:00,0,0.0,0.0,0,0,0
43334,12,M,Pennsylvania,2022-01-10 01:52:00+00:00,0,91.0,45.5,0,0,2
5044,12,F,Pennsylvania,2023-12-19 10:02:00+00:00,0,318.5,106.17,0,1,3
80294,12,F,Pennsylvania,2023-03-17 18:41:00+00:00,0,45.5,45.5,0,0,1
80431,12,F,Pennsylvania,2019-08-27 08:37:00+00:00,0,91.0,91.0,0,1,1
93177,12,M,Pennsylvania,2022-01-13 01:18:00+00:00,0,182.0,182.0,0,1,1
6007,12,M,Pennsylvania,2019-11-04 12:51:00+00:00,0,91.0,91.0,0,0,1
85095,12,F,Pennsylvania,2026-07-04 15:35:12.393699+00:00,0,0.0,0.0,0,0,0
8582,12,F,Pennsylvania,2019-02-07 13:48:00+00:00,1,182.0,60.67,0,2,3
72218,12,F,South Carolina,2024-12-26 03:20:00+00:00,0,0.0,0.0,0,0,0
99800,12,M,South Carolina,2023-11-30 09:05:00+00:00,0,45.5,45.5,0,0,1
53432,12,F,South Carolina,2024-07-22 09:46:00+00:00,0,136.5,68.25,0,0,2
75013,12,F,South Carolina,2026-04-24 16:59:00+00:00,0,91.0,91.0,0,1,1
30423,12,F,South Carolina,2020-09-03 02:15:00+00:00,0,45.5,45.5,0,0,1
47623,12,F,South Dakota,2026-01-03 10:39:00+00:00,0,45.5,45.5,0,0,1
33642,12,F,Tennessee,2020-01-24 07:19:00+00:00,1,227.5,56.88,2,0,4
83699,12,F,Tennessee,2022-06-05 11:02:00+00:00,0,136.5,45.5,1,0,3
