order_id,user_id,order_timestamp,order_hour,order_hour_formatted,turno_pedido,is_cancelled,is_returned,total_order_value,is_bad_payer,account_created_at,dias_conta_ate_compra,faixa_tempo_conta
63485,50554,2026-06-02 00:30:30.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,0,2023-06-09 02:18:00.000000,1088,4. +365 dias
63966,50915,2026-06-04 00:45:36.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2021-11-01 01:23:00.000000,1675,4. +365 dias
64149,51077,2021-12-16 00:00:41.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-05-12 15:18:00.000000,948,4. +365 dias
68015,54257,2026-05-28 00:53:05.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2025-08-28 09:00:00.000000,272,3. 90-365 dias
70611,56325,2022-04-02 00:53:34.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2020-04-06 12:58:00.000000,725,4. +365 dias
72160,57533,2025-11-13 00:27:29.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2025-04-17 00:25:00.000000,210,3. 90-365 dias
73970,58962,2026-01-03 00:38:13.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2025-07-25 05:59:00.000000,161,3. 90-365 dias
74493,59413,2024-05-23 00:26:28.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,1,2022-08-08 18:18:00.000000,653,4. +365 dias
75160,59921,2024-10-24 00:15:35.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2019-06-27 13:21:00.000000,1945,4. +365 dias
75629,60305,2025-10-14 00:34:19.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2025-01-15 12:52:00.000000,271,3. 90-365 dias
78137,62306,2021-01-10 00:03:19.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2020-06-14 14:05:00.000000,209,3. 90-365 dias
80546,64220,2026-03-19 00:26:19.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2025-10-22 02:33:00.000000,147,3. 90-365 dias
84402,67314,2025-07-22 00:39:16.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,1,2024-12-17 18:16:00.000000,216,3. 90-365 dias
84928,67739,2025-06-15 00:02:54.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2021-09-22 07:17:00.000000,1361,4. +365 dias
86569,69044,2026-07-05 00:42:53.067017,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2026-06-30 12:10:57.067017,4,1. < 30 dias
86580,69052,2025-12-27 00:27:06.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2025-08-27 18:20:00.000000,121,3. 90-365 dias
86940,69335,2021-08-19 00:36:06.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2020-02-21 09:30:00.000000,544,4. +365 dias
87108,69467,2024-10-17 00:49:19.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2024-08-04 06:46:00.000000,73,2. 30-90 dias
87407,69728,2025-07-11 00:49:59.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,136.5,0,2024-04-02 04:48:00.000000,464,4. +365 dias
88491,70605,2025-07-30 00:14:56.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2022-01-04 10:34:00.000000,1302,4. +365 dias
89373,71331,2026-05-30 00:53:05.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,1,2026-01-18 09:41:00.000000,131,3. 90-365 dias
92957,74263,2025-12-10 00:44:18.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2023-12-26 13:33:00.000000,714,4. +365 dias
93222,74486,2025-06-13 00:38:13.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,136.5,1,2024-08-28 10:58:00.000000,288,3. 90-365 dias
94360,75413,2024-09-21 00:53:28.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-08-16 11:33:00.000000,1862,4. +365 dias
94653,75648,2020-09-19 00:03:23.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-05-25 13:53:00.000000,482,4. +365 dias
95592,76374,2024-04-26 00:23:37.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,0,2022-04-30 15:33:00.000000,726,4. +365 dias
95704,76469,2022-08-14 00:03:56.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-03-08 05:34:00.000000,1254,4. +365 dias
97017,77524,2021-05-12 00:35:49.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2020-04-30 01:01:00.000000,376,4. +365 dias
97739,78098,2024-08-06 00:32:08.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2024-08-03 03:10:00.000000,2,1. < 30 dias
98004,78302,2019-07-09 00:57:33.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-05-30 05:55:00.000000,39,2. 30-90 dias
98156,78422,2022-06-15 00:43:42.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2020-09-10 15:21:00.000000,642,4. +365 dias
98859,78981,2024-02-26 00:10:01.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2021-08-21 01:54:00.000000,918,4. +365 dias
98864,78986,2025-12-21 00:37:25.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,1,2022-04-10 05:42:00.000000,1350,4. +365 dias
100375,80253,2025-05-09 00:11:42.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,136.5,0,2023-02-08 02:03:00.000000,820,4. +365 dias
100549,80405,2023-12-20 00:30:18.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,0,2023-07-01 12:39:00.000000,171,3. 90-365 dias
102890,82264,2022-08-10 00:42:41.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2021-03-19 06:31:00.000000,508,4. +365 dias
103576,82794,2026-06-03 00:55:59.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2025-10-01 18:42:00.000000,244,3. 90-365 dias
104585,83595,2026-06-04 00:08:41.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,0,2023-05-24 16:59:00.000000,1106,4. +365 dias
105614,84413,2026-07-04 00:22:56.946829,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,0,2026-06-30 17:53:01.946829,3,1. < 30 dias
106355,85027,2026-05-27 00:32:21.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2025-10-21 10:49:00.000000,217,3. 90-365 dias
106863,85433,2024-08-16 00:56:10.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,182.0,0,2021-04-19 03:40:00.000000,1214,4. +365 dias
108036,86404,2024-05-02 00:11:42.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2023-09-27 11:02:00.000000,217,3. 90-365 dias
108941,87099,2025-10-16 00:53:40.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2023-03-03 02:57:00.000000,957,4. +365 dias
115715,92586,2025-11-05 00:22:43.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2021-10-24 15:35:00.000000,1472,4. +365 dias
115908,92727,2025-07-10 00:38:00.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,1,2020-12-06 14:19:00.000000,1676,4. +365 dias
118580,94928,2022-06-03 00:19:50.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-10-27 03:57:00.000000,949,4. +365 dias
119003,95249,2025-02-16 00:08:21.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2019-10-07 09:11:00.000000,1958,4. +365 dias
119292,95502,2026-01-03 00:37:46.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,1,2025-05-15 02:01:00.000000,232,3. 90-365 dias
120694,96620,2024-11-19 00:16:05.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,45.5,0,2020-12-22 16:04:00.000000,1427,4. +365 dias
121476,97256,2025-12-06 00:07:24.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,0,2021-11-08 07:03:00.000000,1488,4. +365 dias
122604,98142,2026-02-15 00:54:14.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,91.0,1,2026-01-06 18:19:00.000000,39,2. 30-90 dias
122775,98281,2024-05-08 00:12:59.000000,0,00hs,Noite/Madrugada (18h-5h),1,0,136.5,0,2023-02-03 06:48:00.000000,459,4. +365 dias
1048,830,2026-04-17 00:27:35.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2025-06-01 18:20:00.000000,319,3. 90-365 dias
2021,1610,2022-12-07 00:18:53.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2021-06-07 18:57:00.000000,547,4. +365 dias
2592,2073,2026-07-03 00:34:50.651375,0,00hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2026-06-30 17:34:36.651375,2,1. < 30 dias
3007,2419,2026-06-04 00:52:43.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2026-04-07 07:00:00.000000,57,2. 30-90 dias
3056,2448,2025-01-05 00:40:05.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-07-06 08:12:00.000000,182,3. 90-365 dias
3840,3075,2023-11-10 00:18:13.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-01-24 12:25:00.000000,1385,4. +365 dias
8223,6558,2026-04-24 00:44:40.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-08-05 02:24:00.000000,1722,4. +365 dias
8289,6611,2026-02-08 00:19:41.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-05-01 18:32:00.000000,2108,4. +365 dias
9412,7490,2026-06-05 00:25:08.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-04-19 04:40:00.000000,2603,4. +365 dias
10125,8069,2026-07-05 00:51:48.547381,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2026-07-04 16:40:18.547381,0,1. < 30 dias
12755,10207,2021-11-18 00:44:21.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-12-05 09:13:00.000000,347,3. 90-365 dias
13535,10822,2024-04-17 00:16:16.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-08-14 14:09:00.000000,611,4. +365 dias
14686,11715,2025-01-12 00:16:25.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-08-11 15:39:00.000000,884,4. +365 dias
15877,12678,2025-01-09 00:52:12.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-04-02 08:17:00.000000,647,4. +365 dias
16847,13447,2024-10-20 00:10:34.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-03-11 14:51:00.000000,953,4. +365 dias
17332,13821,2026-07-02 00:09:14.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-04-23 11:10:00.000000,69,2. 30-90 dias
17745,14128,2025-09-19 00:59:06.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-06-21 13:49:00.000000,89,2. 30-90 dias
17971,14304,2024-02-23 00:27:18.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,1,2022-05-01 05:22:00.000000,662,4. +365 dias
21488,17142,2025-05-13 00:25:26.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-09-08 01:07:00.000000,1342,4. +365 dias
23498,18762,2024-10-24 00:38:39.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-06-02 05:57:00.000000,143,3. 90-365 dias
25420,20273,2025-03-12 00:19:06.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-04-11 15:37:00.000000,700,4. +365 dias
25547,20382,2021-09-08 00:07:21.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-05-26 11:50:00.000000,104,3. 90-365 dias
25548,20382,2025-01-13 00:48:37.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-05-26 11:50:00.000000,1327,4. +365 dias
28719,22908,2022-10-28 00:00:31.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-04-20 13:32:00.000000,555,4. +365 dias
29093,23231,2023-08-23 00:18:08.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2020-03-04 06:42:00.000000,1266,4. +365 dias
30339,24209,2026-05-16 00:32:10.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-04-27 04:02:00.000000,383,4. +365 dias
30756,24535,2025-10-08 00:35:31.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-09-18 02:16:00.000000,19,1. < 30 dias
34783,27710,2025-08-31 00:52:13.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-08-02 06:07:00.000000,759,4. +365 dias
36903,29456,2026-03-24 00:25:11.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-02-16 03:53:00.000000,35,2. 30-90 dias
39954,31852,2025-08-05 00:49:01.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2020-02-06 01:14:00.000000,2006,4. +365 dias
41555,33135,2025-11-20 00:19:52.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-10-27 09:19:00.000000,1849,4. +365 dias
41863,33372,2022-11-23 00:09:04.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-02-24 03:15:00.000000,636,4. +365 dias
42982,34255,2022-11-15 00:14:02.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-06-12 18:21:00.000000,1251,4. +365 dias
43676,34818,2026-06-10 00:56:54.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-01-16 11:58:00.000000,2701,4. +365 dias
45256,36081,2022-09-16 00:13:27.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-08-06 02:24:00.000000,40,2. 30-90 dias
45967,36618,2025-12-07 00:13:58.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-05-31 17:28:00.000000,920,4. +365 dias
46752,37260,2024-11-11 00:56:16.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-03-08 13:08:00.000000,613,4. +365 dias
46837,37337,2024-12-04 00:23:54.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-11-18 00:33:00.000000,746,4. +365 dias
47178,37599,2026-03-21 00:17:30.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-02-03 09:09:00.000000,776,4. +365 dias
47841,38128,2024-07-15 00:24:16.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2024-01-10 10:05:00.000000,186,3. 90-365 dias
49034,39070,2026-03-31 00:29:18.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2020-09-25 15:30:00.000000,2012,4. +365 dias
53833,42840,2025-10-26 00:18:00.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2020-02-19 06:22:00.000000,2075,4. +365 dias
54118,43068,2024-07-24 00:27:43.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-12-17 07:56:00.000000,1680,4. +365 dias
55060,43811,2022-07-04 00:48:39.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-04-15 15:48:00.000000,79,2. 30-90 dias
57098,45428,2026-03-11 00:15:15.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-04-05 13:28:00.000000,1435,4. +365 dias
57810,45969,2025-07-26 00:52:10.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2020-05-07 03:04:00.000000,1905,4. +365 dias
58537,46540,2026-03-11 00:30:30.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-05-10 07:34:00.000000,669,4. +365 dias
58706,46669,2024-10-08 00:10:07.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-11-28 02:39:00.000000,314,3. 90-365 dias
58908,46843,2026-05-29 00:39:11.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-04-10 02:10:00.000000,1874,4. +365 dias
60223,47902,2025-10-24 00:10:08.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-04-28 18:06:00.000000,178,3. 90-365 dias
62808,49995,2026-04-02 00:54:12.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2020-09-13 10:48:00.000000,2026,4. +365 dias
64730,51565,2026-07-01 00:31:37.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-02-18 16:02:00.000000,2689,4. +365 dias
64898,51706,2025-06-30 00:37:50.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-09-12 09:46:00.000000,656,4. +365 dias
65479,52164,2023-03-27 00:50:19.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,1,2021-11-24 06:15:00.000000,487,4. +365 dias
66016,52621,2023-11-03 00:39:56.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-04-01 16:01:00.000000,580,4. +365 dias
66502,53015,2022-03-13 00:49:00.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2019-10-16 11:57:00.000000,878,4. +365 dias
67101,53528,2025-09-09 00:52:31.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-06-12 06:09:00.000000,453,4. +365 dias
67696,54008,2026-06-09 00:23:27.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2025-04-26 16:34:00.000000,408,4. +365 dias
67871,54146,2025-03-25 00:05:50.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-10-22 16:00:00.000000,153,3. 90-365 dias
70649,56353,2026-07-04 00:41:28.758655,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-07-03 17:32:31.758655,0,1. < 30 dias
71780,57237,2024-04-26 00:57:30.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-01-05 05:40:00.000000,1572,4. +365 dias
72070,57464,2024-10-27 00:20:04.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-11-07 09:20:00.000000,1815,4. +365 dias
73650,58729,2026-03-04 00:21:28.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-06-21 17:27:00.000000,986,4. +365 dias
74648,59534,2025-09-05 00:24:30.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-07-20 10:27:00.000000,46,2. 30-90 dias
75348,60098,2024-12-01 00:51:13.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-11-25 06:24:00.000000,371,4. +365 dias
75416,60151,2024-10-05 00:12:17.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-11-28 15:53:00.000000,311,3. 90-365 dias
75417,60151,2024-09-30 00:26:05.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-11-28 15:53:00.000000,306,3. 90-365 dias
76845,61276,2025-07-18 00:42:37.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2024-07-13 00:19:00.000000,370,4. +365 dias
77923,62110,2024-11-29 00:09:13.000000,0,00hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2021-03-01 17:04:00.000000,1368,4. +365 dias
